Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
301,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1010,750,19-Mar-20
302,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,470,1020,810,18-Mar-20
303,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,520,1100,785,16-Mar-20
304,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,510,1060,770,12-Mar-20
305,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1080,800,11-Mar-20
306,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,400,1090,816,10-Mar-20
307,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1050,810,09-Mar-20
308,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,560,1070,758,07-Mar-20
309,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1000,800,06-Mar-20
310,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1180,790,05-Mar-20
311,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,510,1250,950,04-Mar-20
312,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1060,745,03-Mar-20
313,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1080,790,02-Mar-20
314,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1000,780,29-Feb-20
315,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1100,860,28-Feb-20
316,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,410,1060,826,27-Feb-20
317,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,530,1060,795,26-Feb-20
318,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,540,1165,813,25-Feb-20
319,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,530,1120,865,24-Feb-20
320,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1165,835,20-Feb-20
321,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1060,795,19-Feb-20
322,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,430,1000,785,18-Feb-20
323,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,430,1080,790,17-Feb-20
324,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1100,829,15-Feb-20
325,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,490,1060,765,14-Feb-20
326,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1060,812,13-Feb-20
327,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1100,820,12-Feb-20
328,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,468,1080,765,11-Feb-20
329,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,465,1080,795,10-Feb-20
330,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,430,950,740,07-Feb-20
331,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,1060,785,06-Feb-20
332,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1060,800,05-Feb-20
333,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1100,820,04-Feb-20
334,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,1060,875,03-Feb-20
335,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1080,765,01-Feb-20
336,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,980,754,31-Jan-20
337,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,465,1020,785,30-Jan-20
338,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,1030,765,29-Jan-20
339,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1158,835,28-Jan-20
340,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1080,745,27-Jan-20
341,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,505,1156,847,24-Jan-20
342,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,520,1250,952,23-Jan-20
343,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1056,784,22-Jan-20
344,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,520,1026,816,21-Jan-20
345,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1150,860,20-Jan-20
346,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,520,1080,915,18-Jan-20
347,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1100,860,17-Jan-20
348,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,1080,780,16-Jan-20
349,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1200,869,14-Jan-20
350,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1058,805,13-Jan-20
351,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,510,1060,815,09-Jan-20
352,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,540,1105,812,08-Jan-20
353,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,570,1084,862,07-Jan-20
354,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1080,828,04-Jan-20
355,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,580,1120,845,02-Jan-20
356,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1250,926,01-Jan-20
357,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,914,31-Dec-19
358,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,625,1188,912,30-Dec-19
359,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1100,813,26-Dec-19
360,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1300,912,24-Dec-19
361,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1200,850,23-Dec-19
362,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,620,1200,865,21-Dec-19
363,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1200,846,19-Dec-19
364,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1350,885,18-Dec-19
365,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1200,846,17-Dec-19
366,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1200,950,16-Dec-19
367,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1100,910,12-Dec-19
368,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1090,893,11-Dec-19
369,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1050,840,10-Dec-19
370,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1100,925,09-Dec-19
371,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1100,955,07-Dec-19
372,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1100,915,05-Dec-19
373,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1200,980,04-Dec-19
374,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1200,1000,03-Dec-19
375,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1400,915,02-Dec-19
376,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1500,1240,30-Nov-19
377,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1600,1450,28-Nov-19
378,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1600,1320,27-Nov-19
379,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1700,1450,26-Nov-19
380,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1780,1510,25-Nov-19
381,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1700,1485,21-Nov-19
382,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,900,1700,1395,20-Nov-19
383,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,900,1700,1460,19-Nov-19
384,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,900,1800,1535,18-Nov-19
385,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1750,1455,16-Nov-19
386,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1800,1580,14-Nov-19
387,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1800,1610,13-Nov-19
388,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1900,1650,12-Nov-19
389,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,900,1800,1650,11-Nov-19
390,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1000,1900,1490,07-Nov-19
391,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1200,1900,1650,06-Nov-19
392,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1400,2600,1980,05-Nov-19
393,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1400,2500,2100,04-Nov-19
394,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600,2600,2150,02-Nov-19
395,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1500,2700,2150,31-Oct-19
396,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1500,3000,2615,30-Oct-19
397,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600,2800,2410,28-Oct-19
398,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,3200,2650,24-Oct-19
399,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3500,2860,23-Oct-19
400,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3010,22-Oct-19
401,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3200,2680,21-Oct-19
402,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2800,2154,19-Oct-19
403,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,2800,2355,17-Oct-19
404,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,2700,2075,16-Oct-19
405,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1850,2860,2435,14-Oct-19
406,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2800,2454,10-Oct-19
407,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,2900,2325,09-Oct-19
408,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2500,2210,05-Oct-19
409,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3300,2840,03-Oct-19
410,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2500,2250,01-Oct-19
411,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2345,30-Sep-19
412,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2475,26-Sep-19
413,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1700,2400,2240,25-Sep-19
414,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2650,2310,24-Sep-19
415,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2800,2445,23-Sep-19
416,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,2600,2410,21-Sep-19
417,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2800,2150,19-Sep-19
418,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1700,2680,2310,18-Sep-19
419,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1700,2300,2120,17-Sep-19
420,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1700,2600,2140,16-Sep-19
421,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2100,3200,2870,12-Sep-19
422,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2100,2900,2740,11-Sep-19
423,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3200,2665,09-Sep-19
424,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3500,2740,07-Sep-19
425,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3000,2680,05-Sep-19
426,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3000,2580,04-Sep-19
427,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3600,2840,03-Sep-19
428,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,2750,31-Aug-19
429,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2600,2410,29-Aug-19
430,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,2850,28-Aug-19
431,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2800,2340,27-Aug-19
432,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3100,2655,26-Aug-19
433,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2514,22-Aug-19
434,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3200,2840,21-Aug-19
435,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2510,20-Aug-19
436,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2245,19-Aug-19
437,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3100,2580,17-Aug-19
438,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,2900,2360,14-Aug-19
439,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2600,2210,13-Aug-19
440,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600,2800,2510,08-Aug-19
441,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3250,2740,07-Aug-19
442,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3200,2710,06-Aug-19
443,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2900,2650,05-Aug-19
444,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1700,3200,2980,03-Aug-19
445,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2600,2110,02-Aug-19
446,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,2600,2240,01-Aug-19
447,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,3500,3140,31-Jul-19
448,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2100,2900,2510,30-Jul-19
449,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,3500,3210,29-Jul-19
450,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3600,3115,26-Jul-19
451,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3600,3105,25-Jul-19
452,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3140,24-Jul-19
453,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,2740,23-Jul-19
454,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3210,22-Jul-19
455,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3800,3350,20-Jul-19
456,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,3000,2850,19-Jul-19
457,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,3200,18-Jul-19
458,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3600,2865,17-Jul-19
459,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3150,16-Jul-19
460,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3800,3550,15-Jul-19
461,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,3500,3000,12-Jul-19
462,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,3000,11-Jul-19
463,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3500,3100,10-Jul-19
464,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,3800,3100,09-Jul-19
465,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3210,08-Jul-19
466,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1900,3800,3210,06-Jul-19
467,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4200,3650,13-Jun-19
468,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4000,3500,12-Jun-19
469,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4200,3540,11-Jun-19
470,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3800,3380,10-Jun-19
471,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,3000,4500,3570,07-Jun-19
472,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2800,4500,3685,06-Jun-19
473,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4500,3870,04-Jun-19
474,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4200,3655,03-Jun-19
475,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,4000,3300,01-Jun-19
476,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,3000,4600,3850,31-May-19
477,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4200,3545,30-May-19
478,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4000,3545,29-May-19
479,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,4000,3540,28-May-19
480,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,4000,3250,27-May-19
481,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3800,3100,25-May-19
482,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2200,3800,3250,23-May-19
483,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,3000,4500,3840,22-May-19
484,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2800,4200,3560,21-May-19
485,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4350,3675,20-May-19
486,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4300,3840,18-May-19
487,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2800,4500,3220,16-May-19
488,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,280,4500,3680,15-May-19
489,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4500,3605,14-May-19
490,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,4500,3650,13-May-19
491,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2500,4300,3680,09-May-19
492,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2400,3900,3200,08-May-19
493,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1400,2800,2160,06-May-19
494,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600,3200,2055,04-May-19
495,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2000,3500,3000,03-May-19
496,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600,3400,2565,02-May-19
497,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,3600,2650,30-Apr-19
498,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,3500,2450,29-Apr-19
499,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,3500,2840,27-Apr-19
500,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1200,2600,1950,26-Apr-19
501,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1350,2400,1910,25-Apr-19
502,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1300,2500,1985,24-Apr-19
503,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1200,2100,1740,23-Apr-19
504,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1000,1800,1525,22-Apr-19
505,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1500,2600,1940,20-Apr-19
506,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1500,3200,2330,15-Apr-19
507,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1500,3000,2250,12-Apr-19
508,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1200,2600,1980,11-Apr-19
509,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1800,1350,10-Apr-19
510,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1500,1050,09-Apr-19
511,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,750,1600,1180,08-Apr-19
512,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1600,1150,05-Apr-19
513,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1700,1265,04-Apr-19
514,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,800,1750,1340,03-Apr-19
515,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,750,1600,1300,02-Apr-19
516,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,750,1700,1315,01-Apr-19
517,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,700,1600,1230,31-Mar-19
518,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,660,1550,1105,28-Mar-19
519,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,580,1540,1120,27-Mar-19
520,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1500,1030,26-Mar-19
521,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1400,1010,25-Mar-19
522,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1240,980,23-Mar-19
523,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1250,965,22-Mar-19
524,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1300,985,21-Mar-19
525,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,1500,940,20-Mar-19
526,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,550,1100,915,16-Mar-19
527,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,560,1250,950,15-Mar-19
528,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,1150,950,14-Mar-19
529,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1400,1040,13-Mar-19
530,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,510,1400,950,12-Mar-19
531,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,460,1200,1040,11-Mar-19
532,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,1000,750,07-Mar-19
533,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,800,625,06-Mar-19
534,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,950,740,05-Mar-19
535,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,900,745,02-Mar-19
536,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,500,900,740,01-Mar-19
537,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,840,650,28-Feb-19
538,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,480,900,740,27-Feb-19
539,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,455,800,658,26-Feb-19
540,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,870,650,25-Feb-19
541,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,920,655,23-Feb-19
542,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,810,650,21-Feb-19
543,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,350,700,545,20-Feb-19
544,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,400,900,715,18-Feb-19
545,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,800,600,16-Feb-19
546,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,450,800,640,15-Feb-19
547,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,430,780,615,14-Feb-19
548,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,400,750,610,13-Feb-19
549,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,710,580,12-Feb-19
550,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,425,750,540,11-Feb-19
551,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,360,720,540,08-Feb-19
552,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,710,565,07-Feb-19
553,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,375,680,425,06-Feb-19
554,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,740,510,05-Feb-19
555,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,740,515,04-Feb-19
556,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,650,540,02-Feb-19
557,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,360,680,545,01-Feb-19
558,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,350,720,510,31-Jan-19
559,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,380,700,525,30-Jan-19
560,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,320,615,510,29-Jan-19
561,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,365,680,512,28-Jan-19
562,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,320,640,510,25-Jan-19
563,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,350,590,465,24-Jan-19
564,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,250,550,465,23-Jan-19
565,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,360,680,455,22-Jan-19
566,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,320,650,510,21-Jan-19
567,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,285,550,430,19-Jan-19
568,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,260,490,380,18-Jan-19
569,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,250,490,385,17-Jan-19
570,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,300,520,430,16-Jan-19
571,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,290,485,410,14-Jan-19
572,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,350,550,445,11-Jan-19
573,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,300,480,390,10-Jan-19
574,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,320,510,385,09-Jan-19
575,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,315,485,390,08-Jan-19
576,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,310,510,425,07-Jan-19
577,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,280,500,430,05-Jan-19
578,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1050,840,04-Jan-19
579,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,680,1050,910,03-Jan-19
580,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,680,1200,980,02-Jan-19
581,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,520,950,780,01-Jan-19
582,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,580,870,710,31-Dec-18
583,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,580,900,765,29-Dec-18
584,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,950,750,28-Dec-18
585,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,510,800,740,27-Dec-18
586,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,880,780,26-Dec-18
587,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,540,910,745,24-Dec-18
588,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,900,840,22-Dec-18
589,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,650,1100,820,21-Dec-18
590,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,580,800,710,20-Dec-18
591,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,350,620,525,11-Dec-18
592,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,400,680,510,10-Dec-18
593,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,400,600,500,07-Dec-18
